Nome;Indirizzo;Città;Nazione;Prezzo;Fascia Di Prezzo;Tipo di Cucina;Longitude;Latitude;PrenotazioneOnline;Delivery;WebsiteUrl;Award;Servizi
Kubo Zushi;Rua Das Tabocas 158, São Paulo, 05445-020, Brazil;São Paulo; Brazil;$$;20;Japanese;-46.6978653;-23.5511409;NO;SI;;Selected Restaurants;Air conditioning,Valet parking
Mondo;Rua Oscar Freire 30, São Paulo, 01426-000, Brazil;São Paulo; Brazil;$$$;70;Italian;-46.6627895;-23.5685022;NO;NO;;Selected Restaurants;Air conditioning,Valet parking
Huto Köhï;Rua Leopoldo Couto De Magalhães Júnior 741, São Paulo, 04542-011, Brazil;São Paulo; Brazil;$$$$;100;Japanese, Farm to table;-46.68028;-23.588162;SI;NO;https://grupohuto.com.br;Selected Restaurants;Air conditioning,Notable sake list,Valet parking
Lassù;Rua Conselheiro Saraiva 207, São Paulo, 02037-020, Brazil;São Paulo; Brazil;$$$;70;Italian Contemporary;-46.6251009;-23.4989496;NO;NO;http://lassurestaurante.com.br/;Selected Restaurants;Air conditioning,Great view,Wheelchair access
Sushi Leblon;Rua Dias Ferreira 256, Rio de Janeiro, 22431-050, Brazil;Rio de Janeiro; Brazil;$$$;70;Japanese;-43.2272514;-22.9841634;SI;NO;https://www.sushileblon.com/;Selected Restaurants;Air conditioning,Notable sake list,Terrace,Wheelchair access
La Villa - Bistrô Francês;Rua Alvaro Ramos 408, Rio de Janeiro, 22280-110, Brazil;Rio de Janeiro; Brazil;$$;20;French;-43.1839668;-22.9574121;SI;SI;https://lavilla-rio.com.br/;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
El Tranvia - Itaim Bibi;Rua Leopoldo Couto de Magalhães 1372, São Paulo, 03178-200, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.68544;-23.58936;NO;NO;;Selected Restaurants;Air conditioning,Terrace,Valet parking,Wheelchair access
Emiliano;Rua Oscar Freire 384, São Paulo, 01426-000, Brazil;São Paulo; Brazil;$$$;70;International;-46.6658133;-23.5657988;NO;NO;https://emiliano.com.br/;Selected Restaurants;Air conditioning,Brunch,Valet parking
Varanda;Rua Prudente Correia 432, São Paulo, 01450-030, Brazil;São Paulo; Brazil;$$$;70;Meats and Grills;-46.6866363;-23.5768616;SI;SI;https://www.varandagrill.com.br/;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
Vinheria Percussi;Rua Bianchi Bertoldi 109, São Paulo, 05422-070, Brazil;São Paulo; Brazil;$$;20;Italian;-46.69108;-23.56877;NO;SI;https://www.percussi.com.br/;Selected Restaurants;Air conditioning,Interesting wine list,Valet parking,Wheelchair access
A Casa do Porco;Rua Araujo 124, São Paulo, 01220-020, Brazil;São Paulo; Brazil;$$;20;Brazilian, Pork;-46.6447421;-23.5448671;SI;SI;https://acasadoporco.com.br/;Selected Restaurants;Air conditioning,Counter dining,Terrace
KANOE;Alameda Itu 1578, São Paulo, 01421-004, Brazil;São Paulo; Brazil;$$$$;100;Japanese;-46.6660508;-23.5578032;NO;SI;https://kanoerestaurant.com/;Selected Restaurants;Air conditioning,Counter dining
Ama.zo - Pátio Higienópolis;Avenida Higienópolis 618, São Paulo, 01238-001, Brazil;São Paulo; Brazil;$$;20;Peruvian;-46.657901;-23.5423921;SI;NO;https://amazoperuano.com.br/;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
FOGO;8 rue Meissonier, Paris, 75017, France;Paris; France;€€€;70;Modern Cuisine;2.3045801;48.8835431;NO;NO;http://raphaelrego.com;Selected Restaurants;
Bairoz;40 bis rue Fouré, Nantes, 44000, France;Nantes; France;€€;20;Modern Cuisine;-1.5469661;47.2115848;SI;SI;https://bairoz-nantes.com/;Selected Restaurants;
Ama;6 allée Anne-de-Neubourg, Cambo-les-Bains, 64250, France;Cambo-les-Bains; France;€€;20;Modern Cuisine;-1.3975249;43.358843;NO;SI;http://restaurant-ama.fr;Selected Restaurants;Terrace,Wheelchair access
Bombance;23 rue de la Chalotais, Rennes, 35000, France;Rennes; France;€€;20;Modern Cuisine;-1.682312;48.1093303;SI;NO;https://bombance-restaurant.fr/;Selected Restaurants;
Mouffu;4 rue Ribeyre-Jaffeux, Clermont-Ferrand, 63000, France;Clermont-Ferrand; France;€€;20;Traditional Cuisine;3.0792648;45.7785633;NO;SI;;Selected Restaurants;Air conditioning
Ondine;10 petite rue des Dentelles, Strasbourg, 67000, France;Strasbourg; France;€€€;70;Modern Cuisine;7.742881;48.5815124;NO;NO;https://ondine-strasbourg.fr/;Selected Restaurants;
Marius;52 rue Alan-Seeger, Biarritz, 64200, France;Biarritz; France;€€;20;Traditional Cuisine;-1.5450418;43.4494979;NO;NO;https://www.marius-biarritz.com/;Selected Restaurants;Car park,Credit cards not accepted,Garden or park,Great view,Terrace
Chilo;1410 rue Principale, Barcus, 64130, France;Barcus; France;€€;20;Modern Cuisine;-0.7765949;43.1852189;SI;NO;https://www.maison-chilo.com/;Selected Restaurants;Car park,Garden or park,Terrace
Prémices;11 rue Beauvau, Marseille, 13001, France;Marseille; France;€€;20;Modern Cuisine;5.3755302;43.2942382;NO;NO;http://www.premicesmarseille.com;Selected Restaurants;Air conditioning,Terrace,Wheelchair access
Mijoba;79 boulevard Vauban, Marseille, 13006, France;Marseille; France;€€€;70;Modern Cuisine;5.3748917;43.2832653;NO;NO;https://mijoba.fr/;Selected Restaurants;Air conditioning
Le Boréal;39 rue Montcalm, Paris, 75018, France;Paris; France;€€;20;Modern Cuisine;2.3389877;48.8938017;NO;SI;https://www.grandnordgroupe.com/home-1-1;Selected Restaurants;
Bistrot des Fables;139 rue Saint-Dominique, Paris, 75007, France;Paris; France;€€;20;Traditional Cuisine;2.3015551;48.8580904;SI;NO;http://www.bistrotdesfables.fr;Selected Restaurants;Air conditioning
Castacán;Calle Puebla 387, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.1744549;19.4201541;NO;SI;;Selected Restaurants;
Cariñito Tacos;Guanajuato 53, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.156818;19.4174489;NO;SI;;Selected Restaurants;
Tacos Hola El Güero;Ámsterdam 135, Hipódromo, Cuauhtémoc, 06100, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.1714972;19.4116887;SI;SI;;Selected Restaurants;
Guzina Oaxaca;Avenida Presidente Masaryk 465, Polanco, Miguel Hildalgo, 11560, Mexico;Miguel Hildalgo; Mexico;$$;20;Regional Cuisine, Mexican;-99.2036507;19.4325514;SI;NO;https://guzinaoaxaca.com/;Selected Restaurants;Terrace
Mari Gold;Gob. Protasio Pérez de Tagle 66, San Miguel Chapultepec, Miguel Hildalgo, 11850, Mexico;Miguel Hildalgo; Mexico;$$;20;Fusion, Indian;-99.1836384;19.412971;SI;SI;;Selected Restaurants;Air conditioning
Martínez;Puebla 90, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Contemporary;-99.1586301;19.4231363;SI;SI;http://www.martinez.rest;Selected Restaurants;Counter dining,Terrace
Limosneros;Ignacio Allende 3, Centro, Cuauhtémoc, 06010, Mexico;Cuauhtémoc; Mexico;$$;20;Mexican, Traditional Cuisine;-99.1379026;19.4360971;NO;SI;https://www.limosneros.com.mx;Selected Restaurants;Terrace
Aúna;Anatole France 139, Polanco, Miguel Hildalgo, 11550, Mexico;Miguel Hildalgo; Mexico;$$;20;Contemporary;-99.1973857;19.4331786;SI;NO;https://auna.com.mx;Selected Restaurants;
Carmela y Sal;Pedregal, 24, Col Molino del Rey, Lomas de Chapultepec, Miguel Hildalgo, 11040, Mexico;Miguel Hildalgo; Mexico;$$;20;Mexican;-99.2033424;19.4254133;SI;SI;https://www.carmelaysal.mx/;Selected Restaurants;Air conditioning
Contramar;Durango 200, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Seafood, Mexican;-99.1671515;19.4195779;NO;SI;https://www.contramar.com.mx/;Selected Restaurants;Air conditioning,Terrace
Nicos;Cuitláhuac, 3102, Claveria, Azcapotzalco, 02080, Mexico;Azcapotzalco; Mexico;$;10;Traditional Cuisine, Mexican;-99.1776703;19.4650343;SI;NO;https://www.nicosmexico.mx/;Selected Restaurants;
Taqueria El Paisa;Joaquin Garcia Icazbalceta 36, San Rafael, Cuauhtémoc, 06470, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.1610057;19.4408204;NO;SI;http://taqueriaelpaisa.restaurantwebexperts.com/;Selected Restaurants;
Entremar;Hegel 307, Polanco, Miguel Hildalgo, 11560, Mexico;Miguel Hildalgo; Mexico;$$;20;Seafood, Mexican;-99.1881925;19.4331717;NO;SI;https://entremar.com/;Selected Restaurants;
Botánico;Alfonso Reyes 217, Condesa, Cuauhtémoc, 06100, Mexico;Cuauhtémoc; Mexico;$$;20;Contemporary;-99.1739583;19.4071091;SI;NO;;Selected Restaurants;Garden or park,Terrace
Los Danzantes Mexico City;Parque Centenario 12, Jardín Centenario, Coyoacán, 04000, Mexico;Coyoacán; Mexico;$$;20;Mexican, Contemporary;-99.1636504;19.3487834;SI;SI;https://www.losdanzantescoyoacan.com/;Selected Restaurants;Air conditioning,Terrace
Lorea;Sinaloa, 141, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$$;70;Mexican, Contemporary;-99.1700682;19.4202321;NO;SI;http://www.lorea.mx;Selected Restaurants;Air conditioning
Sarde;Puebla 109, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Contemporary;-99.1598157;19.4231292;NO;SI;https://sarde.mx/;Selected Restaurants;Counter dining
El Tigre Silencioso;Colima 159 1A, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Creative, Mexican;-99.1597464;19.420399;SI;NO;https://eltigresilencioso.mx/;Selected Restaurants;
Migrante;Chiapas, 186, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;International;-99.1649269;19.41184;SI;SI;https://migrante-roma.com/;Selected Restaurants;Air conditioning,Terrace
Barbacoa Gonzalitos;Calle Colima 76, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$;10;Mexican, Regional Cuisine;-99.1564096;19.4206541;SI;NO;;Selected Restaurants;
Gaba;Av. Mazatlán 190, Hipódromo Condesa, Cuauhtémoc, 06170, Mexico;Cuauhtémoc; Mexico;$$;20;Mexican;-99.1795811;19.4093741;NO;SI;http://Www.gaba.com.mx;Selected Restaurants;Brunch
Cana;Liverpool 9, Juárez, Cuauhtémoc, 06600, Mexico;Cuauhtémoc; Mexico;$$;20;Contemporary, International;-99.1563375;19.4282159;SI;SI;https://canacdmx.com;Selected Restaurants;Brunch,Counter dining,Terrace
"Tacos ""El Compadre""";Nicolás Bravo S/N, Maria Luisa, Centro, Monterrey, 64000, Mexico;Monterrey; Mexico;$;10;Mexican;-100.3334271;25.6771228;NO;SI;;Selected Restaurants;
Restaurante Punta Morro;Carretera Tijuana Km 106, Ensenada, Ensenada, 22870, Mexico;Ensenada; Mexico;$$$$;100;Mexican;-116.6689353;31.8640965;SI;NO;https://www.hotelpuntamorro.com/restaurante-bar-hotel-punta-morro;Selected Restaurants;Great view
Ruba's Bakery;Morelos 8, San José del Cabo, 23406, Mexico;San José del Cabo; Mexico;$$;20;Mexican, Bakery;-109.6963233;23.0632278;NO;SI;https://rubas.mx/;Selected Restaurants;Brunch
Almoraduz;Benito Juárez 11 & 12, Rinconada, Puerto Escondido, 71983, Mexico;Puerto Escondido; Mexico;$$$;70;Mexican;-97.0776367;15.861743;NO;SI;https://www.almoraduz.com.mx/;Selected Restaurants;
CARBÓNCABRÓN;Boulevard Cerro Colorado, México 1 Kilómetro 24.5, 23400, San José del Cabo, 23400, Mexico;San José del Cabo; Mexico;$$$$;100;Contemporary;-109.7340161;23.0015099;NO;NO;https://www.carboncabron.com/;Selected Restaurants;Air conditioning,Car park
Ancestral Cocina Tradicional;José López Alavéz 1347, Oaxaca, 68040, Mexico;Oaxaca; Mexico;$$;20;Mexican;-96.7237426;17.074822;NO;NO;https://www.ancestralcocinatradicional.com;Selected Restaurants;Terrace
Maizajo;Fernando Montes De Oca 113, Condesa, Cuauhtémoc, 06140, Mexico;Cuauhtémoc; Mexico;$$;20;Mexican;-99.1781367;19.4148588;NO;SI;https://www.maizajo.com;Selected Restaurants;
Ricos Tacos Toluca;López 103, Centro, Cuauhtémoc, 06000, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.1427626;19.4293577;SI;NO;https://www.instagram.com/ricostacostoluca_?igsh=MjN5Zm56OXh2ODdm;Selected Restaurants;Credit cards not accepted
Campobaja;Colima 124, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Seafood, Regional Cuisine;-99.1583255;19.4201946;NO;SI;https://campobaja.com/;Selected Restaurants;Counter dining,Terrace
MeroToro;Avenida Ámsterdam 204, Hipódromo, Cuauhtémoc, 06100, Mexico;Cuauhtémoc; Mexico;$$;20;Contemporary, Mexican;-99.16986;19.409639;SI;SI;https://www.merotoro.mx/;Selected Restaurants;Terrace
Sartoria;Orizaba, 42, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;Italian, Italian Contemporary;-99.1605399;19.42194;SI;NO;http://sartoria.mx;Selected Restaurants;Terrace
La Barra de Fran;Emilio Castelar, 185, Polanco, Miguel Hildalgo, 11560, Mexico;Miguel Hildalgo; Mexico;$$;20;Spanish;-99.2003001;19.4306954;SI;NO;https://www.labarradefran.com/;Selected Restaurants;Counter dining,Terrace
Taqueria Los Parados;Av. Monterrey 333, Roma Sur, Cuauhtémoc, 06760, Mexico;Cuauhtémoc; Mexico;$;10;Mexican;-99.1612084;19.406206;NO;SI;;Selected Restaurants;
Máximo;Álvaro Obregón, 65 Bis, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$$;70;International, Mexican;-99.1579904;19.4188657;NO;NO;https://www.maximobistrot.com.mx/;Selected Restaurants;
Bajel;Paseo De La Reforma, 297, Centro, Cuauhtémoc, 06500, Mexico;Cuauhtémoc; Mexico;$$$;70;Contemporary;-99.1659082;19.4286674;SI;NO;http://www.sofitel-mexico-city.com/restaurants/bajel;Selected Restaurants;Air conditioning,Car park,Great view,Wheelchair access
Er Rre un Bistró;Polanco 8, Polanco, Miguel Hildalgo, 11560, Mexico;Miguel Hildalgo; Mexico;$$;20;International, Contemporary;-99.1867267;19.4301217;NO;SI;https://www.errreunbistro.com/;Selected Restaurants;Counter dining
Pigeon;Plaza Rio De Janeiro 56, Roma Norte, Cuauhtémoc, 06700, Mexico;Cuauhtémoc; Mexico;$$;20;International;-99.1598727;19.4211566;NO;NO;;Selected Restaurants;
Malix;Av. Isaac Newton 104, Polanco, Miguel Hildalgo, 11560, Mexico;Miguel Hildalgo; Mexico;$$;20;Mexican, International;-99.1902293;19.4325839;NO;NO;https://www.malixresto.com/;Selected Restaurants;
Ostrería 109;Avenida Nuevo León 109, Hipódromo, Cuauhtémoc, 06100, Mexico;Cuauhtémoc; Mexico;$$;20;Seafood, Contemporary;-99.1728082;19.4109192;NO;NO;https://ostreria109.com/;Selected Restaurants;
Vernáculo;Av. Cto. Frida Kahlo 303, Valle Oriente, San Pedro Garza García, 66260, Mexico;San Pedro Garza García; Mexico;$$;20;Mexican;-100.3213767;25.6450656;SI;NO;http://www.vernaculo.com;Selected Restaurants;Air conditioning
Bu’ul;Carretera Federal Cancún - Tulum, Punta Maroma Km. 51, Playa del Carmen, 77710, Mexico;Playa del Carmen; Mexico;$$$$;100;Mexican, Creative;-86.9683709;20.7291459;NO;SI;https://maroma.chablehotels.com/cuisine/buul/;Selected Restaurants;Interesting wine list
Latitud 32;Carretera Guadalupe-El Tigre Parcela Km. 118, El Porvenir, 22755, Mexico;El Porvenir; Mexico;$$$;70;Mexican;-116.647751;32.0616841;NO;SI;https://elcielovalledeguadalupe.com/restaurantes/;Selected Restaurants;Great view,Interesting wine list
Restaurante Amores;Presidente Adolfo de La Huerta 63, Primera Sección, Tecate, 21400, Mexico;Tecate; Mexico;$$$;70;Mexican;-116.6312775;32.5721233;SI;NO;https://restauranteamores.com/;Selected Restaurants;
Madre;C. Octava 444, Zona Centro, Ensenada, 22800, Mexico;Ensenada; Mexico;$$$;70;Mexican;-116.6237217;31.8704277;NO;SI;;Selected Restaurants;
Tacos Mi Ranchito El Fenix;C Sexta y Espinoza 603, Zona Centro, Ensenada, 22830, Mexico;Ensenada; Mexico;$;10;Mexican;-116.615657;31.8654307;SI;NO;;Selected Restaurants;
Ophelia;Carr. Tijuana-Ensenada 103, El Sauzal de Rodríguez, 22760, Mexico;El Sauzal de Rodríguez; Mexico;$$;20;Mediterranean Cuisine;-116.6891618;31.8870027;NO;NO;;Selected Restaurants;
Itanoní;Av. Belisario Domínguez 513, Col. Reforma, Oaxaca, 68050, Mexico;Oaxaca; Mexico;$;10;Mexican, Traditional Cuisine;-96.71464;17.0753;NO;SI;;Selected Restaurants;
Teocintle-Tika'aya;Av. de la Independencia 12, Oaxaca, 68000, Mexico;Oaxaca; Mexico;$$$$;100;Mexican, Contemporary;-96.7154558;17.0597148;NO;SI;;Selected Restaurants;
Deckman's En El Mogor;Carretera Tecate Km 85.5, Valle de Guadalupe, 22766, Mexico;Valle de Guadalupe; Mexico;$$$$;100;Mexican;-116.6029495;32.0360195;NO;SI;https://www.deckmans.com/;Selected Restaurants;Car park,Terrace
Manta;Carretera Federal 1 Km. 5, Fracc. A, L-21, Cabo San Lucas, 23456, Mexico;Cabo San Lucas; Mexico;$$$$;100;Mexican, Fusion;-109.8698544;22.8988802;NO;NO;https://www.mantarestaurant.com/;Selected Restaurants;Air conditioning,Great view,Interesting wine list,Valet parking
Primitivo;Carretera Tecate-Ensenada Km. 89, Valle de Guadalupe, 22760, Mexico;Valle de Guadalupe; Mexico;$$$$;100;Contemporary;-116.6276842;32.0122712;NO;SI;https://primitivorestaurante.com/;Selected Restaurants;Car park,Terrace
Arca;Boca Paila Km. 7.6, Tulum Beach, Tulum, 77780, Mexico;Tulum; Mexico;$$$$;100;Contemporary, Mexican;-87.4594377;20.149471;SI;NO;https://arcatulum.com/;Selected Restaurants;Terrace
Asador Bacanora Oaxaca;5 De Mayo 519, Oaxaca, 68080, Mexico;Oaxaca; Mexico;$$$;70;Mexican;-96.7167677;17.068347;NO;NO;https://asadorbacanoraoaxaca.com/;Selected Restaurants;Terrace
María Dolores;Condominio Playa Mujeres, Interior resort ATELIER Playa Mujeres, Isla Mujeres, 77400, Mexico;Isla Mujeres; Mexico;$$$$;100;Mexican, Contemporary;-86.8121965;21.2532723;NO;SI;https://atelierdehoteles.com.mx/atelier-playa-mujeres-restaurante-maria-dolores;Selected Restaurants;Interesting wine list
Lumbre;Jose Maria Morelos 162, San José del Cabo, 23400, Mexico;San José del Cabo; Mexico;$$$$;100;Mexican;-109.6960783;23.0615425;NO;SI;https://www.lumbre-rest.com/;Selected Restaurants;Air conditioning,Car park
Posada Margherita;Tulum Boca Paila Km 4.5, Tulum Beach, Tulum, 77760, Mexico;Tulum; Mexico;$$;20;Italian;-87.4524655;20.1649581;SI;SI;https://www.posadamargherita.com/;Selected Restaurants;
Omakai;Ignacio Zaragoza 1311, San José del Cabo, 23400, Mexico;San José del Cabo; Mexico;$$$$;100;Japanese;-109.6975999;23.0618444;NO;NO;;Selected Restaurants;Air conditioning,Terrace
Nao;Miguel Hidalgo 100 y Manuel Doblado, Centro, San José del Cabo, 23400, Mexico;San José del Cabo; Mexico;$$$$;100;Mediterranean Cuisine;-109.7341207;23.0014381;NO;NO;https://naocabo.com/;Selected Restaurants;Air conditioning,Car park,Restaurant offering vegetarian menus,Terrace
Tacos Marco Antonio;Av. Rayón 351, Obrera, Ensenada, 22830, Mexico;Ensenada; Mexico;$;10;Mexican;-116.6108631;31.86049;SI;NO;https://tacosmarco.restaurantwebexperts.com/;Selected Restaurants;
El Paisa;Av. 20 De Noviembre 1043, Ensenada, 22800, Mexico;Ensenada; Mexico;$;10;Mexican;-116.627964;31.8753534;NO;SI;;Selected Restaurants;
Woodend;Carr. Cancún - Tulum Km. 51, Playa del Carmen, 77720, Mexico;Playa del Carmen; Mexico;$$$;70;Contemporary;-86.9653711;20.741699;NO;NO;https://www.belmond.com/hotels/north-america/mexico/riviera-maya/belmond-maroma-resort-and-spa/woodend-by-curtis-stone;Selected Restaurants;Interesting wine list
Atarraya;Guerrero 633 Brisas de Zicatela, La Punta, Brisas de Zicatela, 70934, Mexico;Brisas de Zicatela; Mexico;$$;20;Mexican;-97.0422176;15.8357857;SI;NO;https://restaurante.covermanager.com/atarraya/;Selected Restaurants;Terrace
Oryx;Blvd. Agua Caliente 10750, Int 84, Tijuana, 22015, Mexico;Tijuana; Mexico;$$;20;Mexican, Contemporary;-117.0082533;32.5136859;NO;NO;https://oryxrestaurante.com/;Selected Restaurants;
Mision 19;Mision de San Javier 10643, Zona Urbana Rio, Tijuana, 22010, Mexico;Tijuana; Mexico;$$$;70;Mexican;-117.0078243;32.5212331;NO;SI;https://mision19.com/;Selected Restaurants;
Zandunga;Manuel García Vigil 512 E., Oaxaca, 68000, Mexico;Oaxaca; Mexico;$$;20;Mexican, Regional Cuisine;-96.7246;17.06635;NO;SI;https://www.zandungasabor.com/;Selected Restaurants;
El Fogón;Av. Constituyentes, Playa del Carmen, 77720, Mexico;Playa del Carmen; Mexico;$;10;Mexican;-87.07393;20.6328577;SI;NO;;Selected Restaurants;
Casa Oaxaca El Restaurante;Constitución 104, Oaxaca, 68000, Mexico;Oaxaca; Mexico;$$$;70;Mexican, Contemporary;-96.722276;17.0652641;SI;NO;https://www.casaoaxacaelrestaurante.com/;Selected Restaurants;Terrace
Criollo;Av. Francisco I. Madero 129, Oaxaca, 68000, Mexico;Oaxaca; Mexico;$$$$;100;Mexican, Traditional Cuisine;-96.7338307;17.0642526;NO;NO;https://criollo.mx/;Selected Restaurants;Terrace
